0.000000000000000000e+00,1.885000000000000142e+01,3.100000000000022737e-01,6.597999999999999698e-02
0.000000000000000000e+00,1.814999999999999858e+01,1.010000000000005116e+00,6.514499999999999458e-02
0.000000000000000000e+00,1.800000000000000000e+01,1.160000000000003695e+00,6.244500000000001438e-02
0.000000000000000000e+00,2.114999999999999858e+01,-1.989999999999994884e+00,6.498499999999998722e-02
0.000000000000000000e+00,1.965000000000000213e+01,-4.899999999999984368e-01,6.632499999999999507e-02
1.000000000000000056e-01,1.500000000000000000e+01,4.160000000000003695e+00,5.985500000000001930e-02
1.000000000000000056e-01,1.370000000000000107e+01,5.460000000000002629e+00,5.797000000000000763e-02
1.000000000000000056e-01,1.179999999999999893e+01,7.360000000000004761e+00,5.627000000000000057e-02
1.000000000000000056e-01,1.405000000000000071e+01,5.110000000000002984e+00,5.804000000000000131e-02
1.000000000000000056e-01,1.230000000000000071e+01,6.860000000000002984e+00,5.643000000000001487e-02
2.000000000000000111e-01,8.750000000000000000e+00,1.041000000000000369e+01,5.193499999999999506e-02
2.000000000000000111e-01,1.050000000000000000e+01,8.660000000000003695e+00,5.139500000000001012e-02
2.000000000000000111e-01,9.599999999999999645e+00,9.560000000000004050e+00,5.167000000000000759e-02
2.000000000000000111e-01,8.150000000000000355e+00,1.101000000000000334e+01,4.993499999999999328e-02
2.000000000000000111e-01,7.900000000000000355e+00,1.126000000000000334e+01,4.948500000000000121e-02
3.000000000000000444e-01,6.750000000000000000e+00,1.241000000000000369e+01,4.572999999999999288e-02
3.000000000000000444e-01,5.899999999999999467e+00,1.326000000000000512e+01,4.515999999999999182e-02
3.000000000000000444e-01,6.299999999999999822e+00,1.286000000000000298e+01,4.571000000000000063e-02
3.000000000000000444e-01,5.850000000000000533e+00,1.331000000000000227e+01,4.491000000000000547e-02
3.000000000000000444e-01,7.000000000000000888e+00,1.216000000000000369e+01,4.403499999999999082e-02
4.000000000000000222e-01,3.500000000000000444e+00,1.566000000000000369e+01,3.627000000000001056e-02
4.000000000000000222e-01,3.450000000000000178e+00,1.571000000000000441e+01,3.738000000000001044e-02
4.000000000000000222e-01,4.750000000000000000e+00,1.441000000000000369e+01,3.858500000000000818e-02
4.000000000000000222e-01,3.350000000000000089e+00,1.581000000000000405e+01,3.589500000000000329e-02
4.000000000000000222e-01,3.049999999999999822e+00,1.611000000000000298e+01,3.457000000000001044e-02
5.000000000000000000e-01,8.500000000000000888e-01,1.831000000000000227e+01,2.787500000000000394e-02
5.000000000000000000e-01,1.949999999999999956e+00,1.721000000000000441e+01,2.917000000000000148e-02
5.000000000000000000e-01,2.649999999999999911e+00,1.651000000000000512e+01,2.864000000000000920e-02
5.000000000000000000e-01,1.050000000000000044e+00,1.811000000000000298e+01,2.755500000000001004e-02
5.000000000000000000e-01,2.050000000000000266e+00,1.711000000000000298e+01,3.017000000000000237e-02
6.000000000000000888e-01,3.500000000000000333e-01,1.881000000000000227e+01,2.120000000000000703e-02
6.000000000000000888e-01,7.000000000000000666e-01,1.846000000000000441e+01,2.107500000000000345e-02
6.000000000000000888e-01,7.500000000000000000e-01,1.841000000000000369e+01,1.926000000000000281e-02
6.000000000000000888e-01,7.000000000000000666e-01,1.846000000000000441e+01,2.224500000000000088e-02
6.000000000000000888e-01,5.000000000000000000e-01,1.866000000000000369e+01,2.039000000000000187e-02
7.000000000000000666e-01,2.500000000000000000e-01,1.891000000000000369e+01,1.387499999999999671e-02
7.000000000000000666e-01,0.000000000000000000e+00,1.916000000000000369e+01,1.284000000000000072e-02
7.000000000000000666e-01,1.499999999999999944e-01,1.901000000000000512e+01,1.333000000000000157e-02
7.000000000000000666e-01,5.000000000000000278e-02,1.911000000000000298e+01,1.436499999999999930e-02
7.000000000000000666e-01,0.000000000000000000e+00,1.916000000000000369e+01,1.131000000000000234e-02
8.000000000000000444e-01,0.000000000000000000e+00,1.916000000000000369e+01,8.234999999999999265e-03
8.000000000000000444e-01,0.000000000000000000e+00,1.916000000000000369e+01,8.914999999999999314e-03
8.000000000000000444e-01,0.000000000000000000e+00,1.916000000000000369e+01,8.320000000000001006e-03
8.000000000000000444e-01,0.000000000000000000e+00,1.916000000000000369e+01,1.028500000000000247e-02
8.000000000000000444e-01,0.000000000000000000e+00,1.916000000000000369e+01,8.230000000000001203e-03
9.000000000000000222e-01,0.000000000000000000e+00,1.916000000000000369e+01,7.075000000000000559e-03
9.000000000000000222e-01,0.000000000000000000e+00,1.916000000000000369e+01,6.199999999999999782e-03
9.000000000000000222e-01,0.000000000000000000e+00,1.916000000000000369e+01,6.210000000000000242e-03
9.000000000000000222e-01,0.000000000000000000e+00,1.916000000000000369e+01,6.139999999999999625e-03
9.000000000000000222e-01,0.000000000000000000e+00,1.916000000000000369e+01,6.210000000000000242e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.916000000000000369e+01,5.729999999999999850e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.916000000000000369e+01,5.735000000000000514e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.916000000000000369e+01,6.555000000000000063e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.916000000000000369e+01,6.324999999999999893e-03
1.000000000000000000e+00,0.000000000000000000e+00,1.916000000000000369e+01,6.010000000000000585e-03
