0.000000000000000000e+00,9.270000000000000284e+01,2.099999999999937472e-01
0.000000000000000000e+00,9.270000000000000284e+01,2.099999999999937472e-01
0.000000000000000000e+00,9.260000000000000853e+01,3.099999999999880629e-01
0.000000000000000000e+00,9.334999999999999432e+01,-4.399999999999977263e-01
0.000000000000000000e+00,9.320000000000000284e+01,-2.900000000000062528e-01
1.000000000000000056e-01,9.325000000000000000e+01,-3.400000000000034106e-01
1.000000000000000056e-01,9.334999999999999432e+01,-4.399999999999977263e-01
1.000000000000000056e-01,9.304999999999999716e+01,-1.400000000000005684e-01
1.000000000000000056e-01,9.375000000000000000e+01,-8.400000000000034106e-01
1.000000000000000056e-01,9.320000000000000284e+01,-2.900000000000062528e-01
2.000000000000000111e-01,9.275000000000000000e+01,1.599999999999965894e-01
2.000000000000000111e-01,9.325000000000000000e+01,-3.400000000000034106e-01
2.000000000000000111e-01,9.334999999999999432e+01,-4.399999999999977263e-01
2.000000000000000111e-01,9.270000000000000284e+01,2.099999999999937472e-01
2.000000000000000111e-01,9.315000000000000568e+01,-2.400000000000090949e-01
3.000000000000000444e-01,9.310000000000000853e+01,-1.900000000000119371e-01
3.000000000000000444e-01,9.220000000000000284e+01,7.099999999999937472e-01
3.000000000000000444e-01,9.260000000000000853e+01,3.099999999999880629e-01
3.000000000000000444e-01,9.210000000000000853e+01,8.099999999999880629e-01
3.000000000000000444e-01,9.245000000000000284e+01,4.599999999999937472e-01
4.000000000000000222e-01,9.334999999999999432e+01,-4.399999999999977263e-01
4.000000000000000222e-01,9.284999999999999432e+01,6.000000000000227374e-02
4.000000000000000222e-01,9.210000000000000853e+01,8.099999999999880629e-01
4.000000000000000222e-01,9.230000000000001137e+01,6.099999999999852207e-01
4.000000000000000222e-01,9.290000000000000568e+01,9.999999999990905053e-03
5.000000000000000000e-01,9.220000000000000284e+01,7.099999999999937472e-01
5.000000000000000000e-01,9.195000000000000284e+01,9.599999999999937472e-01
5.000000000000000000e-01,9.220000000000000284e+01,7.099999999999937472e-01
5.000000000000000000e-01,9.210000000000000853e+01,8.099999999999880629e-01
5.000000000000000000e-01,9.175000000000000000e+01,1.159999999999996589e+00
6.000000000000000888e-01,9.029999999999999716e+01,2.609999999999999432e+00
6.000000000000000888e-01,9.060000000000000853e+01,2.309999999999988063e+00
6.000000000000000888e-01,9.000000000000000000e+01,2.909999999999996589e+00
6.000000000000000888e-01,8.934999999999999432e+01,3.560000000000002274e+00
6.000000000000000888e-01,8.995000000000000284e+01,2.959999999999993747e+00
7.000000000000000666e-01,8.690000000000000568e+01,6.009999999999990905e+00
7.000000000000000666e-01,8.750000000000000000e+01,5.409999999999996589e+00
7.000000000000000666e-01,8.794999999999998863e+01,4.960000000000007958e+00
7.000000000000000666e-01,8.809999999999999432e+01,4.810000000000002274e+00
7.000000000000000666e-01,8.764999999999999147e+01,5.260000000000005116e+00
8.000000000000000444e-01,8.454999999999999716e+01,8.359999999999999432e+00
8.000000000000000444e-01,8.500000000000000000e+01,7.909999999999996589e+00
8.000000000000000444e-01,8.489999999999999147e+01,8.010000000000005116e+00
8.000000000000000444e-01,8.475000000000000000e+01,8.159999999999996589e+00
8.000000000000000444e-01,8.465000000000000568e+01,8.259999999999990905e+00
9.000000000000000222e-01,8.259999999999999432e+01,1.031000000000000227e+01
9.000000000000000222e-01,8.404999999999999716e+01,8.859999999999999432e+00
9.000000000000000222e-01,8.359999999999999432e+01,9.310000000000002274e+00
9.000000000000000222e-01,8.200000000000000000e+01,1.090999999999999659e+01
9.000000000000000222e-01,8.345000000000000284e+01,9.459999999999993747e+00
1.000000000000000000e+00,8.054999999999999716e+01,1.235999999999999943e+01
1.000000000000000000e+00,8.139999999999999147e+01,1.151000000000000512e+01
1.000000000000000000e+00,8.284999999999999432e+01,1.006000000000000227e+01
1.000000000000000000e+00,8.150000000000000000e+01,1.140999999999999659e+01
1.000000000000000000e+00,8.184999999999999432e+01,1.106000000000000227e+01
