0.000000000000000000e+00,1.250000000000000000e+00
1.000000000000000000e+00,1.350000000000000089e+00
2.000000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.600000000000000089e+00
4.000000000000000000e+00,1.700000000000000178e+00
5.000000000000000000e+00,1.849999999999999867e+00
6.000000000000000000e+00,1.899999999999999911e+00
7.000000000000000000e+00,2.250000000000000000e+00
8.000000000000000000e+00,2.600000000000000089e+00
9.000000000000000000e+00,2.850000000000000089e+00
1.000000000000000000e+01,2.900000000000000355e+00
1.100000000000000000e+01,3.300000000000000266e+00
1.200000000000000000e+01,2.850000000000000089e+00
1.300000000000000000e+01,2.399999999999999911e+00
1.400000000000000000e+01,2.649999999999999911e+00
1.500000000000000000e+01,3.100000000000000089e+00
1.600000000000000000e+01,3.100000000000000089e+00
1.700000000000000000e+01,3.149999999999999911e+00
1.800000000000000000e+01,3.300000000000000266e+00
1.900000000000000000e+01,3.400000000000000355e+00
2.000000000000000000e+01,3.400000000000000355e+00
2.100000000000000000e+01,3.450000000000000178e+00
2.200000000000000000e+01,3.549999999999999822e+00
2.300000000000000000e+01,3.649999999999999911e+00
2.400000000000000000e+01,3.599999999999999645e+00
2.500000000000000000e+01,3.699999999999999734e+00
2.600000000000000000e+01,3.850000000000000089e+00
2.700000000000000000e+01,3.799999999999999822e+00
2.800000000000000000e+01,3.750000000000000000e+00
2.900000000000000000e+01,4.200000000000000178e+00
3.000000000000000000e+01,4.299999999999999822e+00
3.100000000000000000e+01,4.200000000000000178e+00
3.200000000000000000e+01,4.250000000000000000e+00
3.300000000000000000e+01,4.150000000000000355e+00
3.400000000000000000e+01,4.250000000000000000e+00
3.500000000000000000e+01,4.349999999999999645e+00
3.600000000000000000e+01,4.549999999999999822e+00
3.700000000000000000e+01,4.549999999999999822e+00
3.800000000000000000e+01,4.850000000000000533e+00
3.900000000000000000e+01,4.700000000000000178e+00
4.000000000000000000e+01,4.900000000000000355e+00
4.100000000000000000e+01,4.599999999999999645e+00
4.200000000000000000e+01,4.450000000000000178e+00
4.300000000000000000e+01,4.549999999999999822e+00
4.400000000000000000e+01,4.900000000000000355e+00
4.500000000000000000e+01,4.900000000000000355e+00
4.600000000000000000e+01,4.700000000000000178e+00
4.700000000000000000e+01,4.799999999999999822e+00
4.800000000000000000e+01,4.700000000000000178e+00
4.900000000000000000e+01,4.750000000000000000e+00
5.000000000000000000e+01,4.549999999999999822e+00
5.100000000000000000e+01,4.349999999999999645e+00
5.200000000000000000e+01,4.250000000000000000e+00
5.300000000000000000e+01,4.150000000000000355e+00
5.400000000000000000e+01,4.549999999999999822e+00
5.500000000000000000e+01,4.700000000000000178e+00
5.600000000000000000e+01,4.549999999999999822e+00
5.700000000000000000e+01,4.549999999999999822e+00
5.800000000000000000e+01,4.450000000000000178e+00
5.900000000000000000e+01,4.500000000000000000e+00
6.000000000000000000e+01,4.399999999999999467e+00
6.100000000000000000e+01,4.349999999999999645e+00
6.200000000000000000e+01,4.250000000000000000e+00
6.300000000000000000e+01,4.150000000000000355e+00
6.400000000000000000e+01,4.349999999999999645e+00
6.500000000000000000e+01,4.150000000000000355e+00
6.600000000000000000e+01,4.349999999999999645e+00
6.700000000000000000e+01,4.049999999999999822e+00
6.800000000000000000e+01,4.349999999999999645e+00
6.900000000000000000e+01,4.150000000000000355e+00
7.000000000000000000e+01,4.000000000000000000e+00
7.100000000000000000e+01,4.049999999999999822e+00
7.200000000000000000e+01,4.399999999999999467e+00
7.300000000000000000e+01,4.450000000000000178e+00
7.400000000000000000e+01,4.599999999999999645e+00
7.500000000000000000e+01,4.599999999999999645e+00
7.600000000000000000e+01,4.700000000000000178e+00
7.700000000000000000e+01,4.650000000000000355e+00
7.800000000000000000e+01,4.650000000000000355e+00
7.900000000000000000e+01,4.450000000000000178e+00
8.000000000000000000e+01,4.399999999999999467e+00
8.100000000000000000e+01,4.349999999999999645e+00
8.200000000000000000e+01,4.399999999999999467e+00
8.300000000000000000e+01,4.250000000000000000e+00
8.400000000000000000e+01,4.399999999999999467e+00
8.500000000000000000e+01,4.049999999999999822e+00
8.600000000000000000e+01,4.100000000000000533e+00
8.700000000000000000e+01,4.049999999999999822e+00
8.800000000000000000e+01,3.799999999999999822e+00
8.900000000000000000e+01,3.549999999999999822e+00
9.000000000000000000e+01,3.200000000000000178e+00
9.100000000000000000e+01,3.200000000000000178e+00
9.200000000000000000e+01,3.300000000000000266e+00
9.300000000000000000e+01,3.400000000000000355e+00
9.400000000000000000e+01,3.200000000000000178e+00
9.500000000000000000e+01,3.149999999999999911e+00
9.600000000000000000e+01,2.850000000000000089e+00
9.700000000000000000e+01,2.600000000000000089e+00
9.800000000000000000e+01,2.700000000000000178e+00
9.900000000000000000e+01,2.549999999999999822e+00
