0.000000000000000000e+00,1.789999999999999858e+01,2.000000000000000000e+00,7.499999999999999722e-02
0.000000000000000000e+00,1.734999999999999787e+01,2.550000000000000711e+00,6.049999999999999822e-02
0.000000000000000000e+00,2.005000000000000071e+01,-1.500000000000021316e-01,6.250000000000000000e-02
0.000000000000000000e+00,1.995000000000000284e+01,-5.000000000000426326e-02,6.350000000000000089e-02
0.000000000000000000e+00,2.425000000000000000e+01,-4.350000000000001421e+00,7.199999999999999456e-02
1.000000000000000056e-01,2.285000000000000142e+01,-2.950000000000002842e+00,6.400000000000000133e-02
1.000000000000000056e-01,1.914999999999999858e+01,7.500000000000000000e-01,6.550000000000000266e-02
1.000000000000000056e-01,1.990000000000000213e+01,-3.552713678800500929e-15,6.400000000000000133e-02
1.000000000000000056e-01,1.975000000000000000e+01,1.499999999999985789e-01,6.550000000000000266e-02
1.000000000000000056e-01,2.255000000000000071e+01,-2.650000000000002132e+00,6.350000000000000089e-02
2.000000000000000111e-01,1.885000000000000142e+01,1.049999999999997158e+00,6.700000000000000400e-02
2.000000000000000111e-01,2.069999999999999929e+01,-8.000000000000007105e-01,6.750000000000000444e-02
2.000000000000000111e-01,1.844999999999999929e+01,1.449999999999999289e+00,7.199999999999999456e-02
2.000000000000000111e-01,2.189999999999999858e+01,-2.000000000000000000e+00,6.700000000000000400e-02
2.000000000000000111e-01,2.034999999999999787e+01,-4.499999999999992895e-01,6.550000000000000266e-02
3.000000000000000444e-01,1.894999999999999929e+01,9.499999999999992895e-01,6.650000000000000355e-02
3.000000000000000444e-01,2.075000000000000000e+01,-8.500000000000014211e-01,6.550000000000000266e-02
3.000000000000000444e-01,2.005000000000000071e+01,-1.500000000000021316e-01,6.600000000000000311e-02
3.000000000000000444e-01,1.975000000000000000e+01,1.499999999999985789e-01,6.049999999999999822e-02
3.000000000000000444e-01,2.059999999999999787e+01,-6.999999999999992895e-01,6.750000000000000444e-02
4.000000000000000222e-01,1.875000000000000000e+01,1.149999999999998579e+00,6.400000000000000133e-02
4.000000000000000222e-01,2.265000000000000213e+01,-2.750000000000003553e+00,6.250000000000000000e-02
4.000000000000000222e-01,2.255000000000000071e+01,-2.650000000000002132e+00,7.000000000000000666e-02
4.000000000000000222e-01,2.150000000000000000e+01,-1.600000000000001421e+00,6.199999999999999956e-02
4.000000000000000222e-01,2.200000000000000000e+01,-2.100000000000001421e+00,6.149999999999999911e-02
5.000000000000000000e-01,2.185000000000000142e+01,-1.950000000000002842e+00,6.800000000000000488e-02
5.000000000000000000e-01,1.894999999999999929e+01,9.499999999999992895e-01,6.750000000000000444e-02
5.000000000000000000e-01,2.100000000000000000e+01,-1.100000000000001421e+00,6.099999999999999867e-02
5.000000000000000000e-01,1.914999999999999858e+01,7.500000000000000000e-01,6.850000000000000533e-02
5.000000000000000000e-01,1.809999999999999787e+01,1.800000000000000711e+00,6.300000000000000044e-02
6.000000000000000888e-01,1.489999999999999858e+01,5.000000000000000000e+00,6.650000000000000355e-02
6.000000000000000888e-01,1.500000000000000000e+01,4.899999999999998579e+00,6.550000000000000266e-02
6.000000000000000888e-01,1.340000000000000036e+01,6.499999999999998224e+00,6.450000000000000178e-02
6.000000000000000888e-01,1.409999999999999787e+01,5.800000000000000711e+00,6.700000000000000400e-02
6.000000000000000888e-01,1.015000000000000036e+01,9.749999999999998224e+00,7.199999999999999456e-02
7.000000000000000666e-01,3.000000000000000000e+00,1.689999999999999858e+01,6.500000000000000222e-02
7.000000000000000666e-01,5.349999999999999645e+00,1.454999999999999893e+01,6.149999999999999911e-02
7.000000000000000666e-01,5.700000000000000178e+00,1.419999999999999929e+01,6.600000000000000311e-02
7.000000000000000666e-01,3.200000000000000178e+00,1.669999999999999929e+01,7.149999999999999412e-02
7.000000000000000666e-01,4.349999999999999645e+00,1.554999999999999893e+01,6.850000000000000533e-02
8.000000000000000444e-01,1.500000000000000000e+00,1.839999999999999858e+01,7.749999999999999944e-02
8.000000000000000444e-01,1.149999999999999911e+00,1.875000000000000000e+01,7.649999999999999856e-02
8.000000000000000444e-01,1.350000000000000089e+00,1.854999999999999716e+01,8.250000000000000389e-02
8.000000000000000444e-01,1.700000000000000178e+00,1.819999999999999929e+01,7.349999999999999589e-02
8.000000000000000444e-01,1.300000000000000044e+00,1.859999999999999787e+01,7.900000000000000078e-02
9.000000000000000222e-01,7.500000000000000000e-01,1.914999999999999858e+01,8.050000000000000211e-02
9.000000000000000222e-01,8.500000000000000888e-01,1.904999999999999716e+01,7.399999999999999634e-02
9.000000000000000222e-01,1.350000000000000089e+00,1.854999999999999716e+01,8.100000000000000255e-02
9.000000000000000222e-01,1.199999999999999956e+00,1.869999999999999929e+01,8.000000000000000167e-02
9.000000000000000222e-01,5.999999999999999778e-01,1.929999999999999716e+01,7.900000000000000078e-02
1.000000000000000000e+00,2.500000000000000000e-01,1.964999999999999858e+01,8.250000000000000389e-02
1.000000000000000000e+00,1.499999999999999944e-01,1.975000000000000000e+01,7.950000000000000122e-02
1.000000000000000000e+00,6.500000000000000222e-01,1.925000000000000000e+01,8.699999999999999400e-02
1.000000000000000000e+00,1.149999999999999911e+00,1.875000000000000000e+01,9.850000000000000422e-02
1.000000000000000000e+00,1.000000000000000056e-01,1.979999999999999716e+01,9.349999999999999978e-02
